Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,NanogAbk_1,NanogAbk_2,NanogAbk_3,NanogBock_1,NanogBock_2,NanogBock_3,TBPAbk_1,TBPAbk_2,TBPAbk_3,TBPBock_1,TBPBock_2,TBPBock_3
Q00839,A0A1W2PP34;A0A1W2PP35;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PPS1;A0A1W2PQ74;A0A1W2PQD4;A0A1W2PQL0;A0A1W2PRZ7;A0A1X7SBS1;Q00839-2;Q5RI18;Q00839,HNRPU_HUMAN,HNRNPU,22,Heterogeneous nuclear ribonucleoprotein U,6880750,6696920,6998840,8237950,7117250,6622260,5487550,4779760,4825910,6770190,6900270,7216650
Q06830,A0A0A0MSI0;Q06830,PRDX1_HUMAN,PRDX1,11,Peroxiredoxin-1,5645580,6068310,5760410,9025490,7763090,4187820,6853710,7639700,6360450,5333250,7163330,6564960
Q9Y5S9,A0A0J9YW13;Q9Y5S9-2;Q9Y5S9,RBM8A_HUMAN,RBM8A,6,RNA-binding protein 8A,7445960,8899280,7852250,7379400,5311840,5792960,6569330,6836530,5779430,4551020,4802780,3751930
Q15517,G8JLG2;Q2L6G8;Q15517,CDSN_HUMAN,CDSN,5,Corneodesmosin,3841840,1399240,2307640,14864900,13447500,6081140,2077330,4320070,2574460,6352640,12644300,4669890
P62854,P62854;Q5JNZ5,RS26_HUMAN,RPS26,3,40S ribosomal protein S26,4170080,4785430,3959150,5062830,5202160,4826210,8600870,9008260,8680720,4860220,7180610,6311090
Q13242,Q13242,SRSF9_HUMAN,SRSF9,12,Serine/arginine-rich splicing factor 9,6583920,7489740,6657410,6526840,6172100,5506080,6605610,7023780,6969570,3762780,4716090,4623020
Q96HC4,H0YBI4;Q96HC4-2;Q96HC4-3;Q96HC4-4;Q96HC4-6;Q96HC4-7;Q96HC4,PDLI5_HUMAN,PDLIM5,22,PDZ and LIM domain protein 5,6342670,6349200,6442600,3967920,3646770,4040730,7013860,6815360,7277100,6862250,6726290,6310740
P61247,D6RI02;E9PFI5;H0Y8L7;H0Y9Y4;P61247,RS3A_HUMAN,RPS3A,18,40S ribosomal protein S3a,7004840,6315170,6653560,5024010,4971390,5988580,6697310,6742240,7089160,5197080,5038390,4878270
P04259,P04259;P48668,K2C6B_HUMAN,KRT6B,4,"Keratin, type II cytoskeletal 6B",3912770,9904200,1521200,13976000,4705690,841983,3847740,6214980,88919.1,5175140,13587900,7528880
P84103;P84103-2,A0A087X2D0;P84103-2;P84103,SRSF3-2_HUMAN;SRSF3_HUMAN,SRSF3,7,Serine/arginine-rich splicing factor 3,5371380,6425650,5715780,6098650,6919290,9224530,5672580,6430570,7252920,4509510,3422560,4053060
P28074,P28074-3;P28074,PSB5_HUMAN,PSMB5,10,Proteasome subunit beta type-5,6200920,5717480,5640390,6603300,5936510,3583050,6905400,7009570,5615960,4960970,6396490,6029860
P62857,P62857,RS28_HUMAN,RPS28,3,40S ribosomal protein S28,4351750,6882370,5197540,3770520,3750890,4039180,7906330,9231840,8764740,5674480,5209970,5341930
Q12906-7,Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7;Q96SI9-2;Q12906;Q96SI9,ILF3-7_HUMAN,ILF3,27,"Isoform of Q12906, Isoform 7 of Interleukin enhancer-binding factor 3",6002250,5732490,5953630,8459170,7605270,5457060,4228640,3870570,2714480,5532430,7119990,7299040
P52272;P52272-2,A0A087X0X3;M0QYQ7;M0R019;M0R0N3;M0R2T0;P52272-2;P52272,HNRPM-2_HUMAN;HNRPM_HUMAN,HNRNPM,36,Heterogeneous nuclear ribonucleoprotein M,4404640,4581730,4336520,6522910,6728910,6902200,3748350,3928010,3911680,7485000,7463610,7682890
P62701,P62701;Q8TD47,RS4X_HUMAN,RPS4X,13,"40S ribosomal protein S4, X isoform",6114420,5987480,6116600,5315670,4842180,5044480,6100470,5829730,6420450,5162320,4931580,5556760
Q9Y6A4,Q9Y6A4,CFA20_HUMAN,CFAP20,6,Cilia- and flagella-associated protein 20,5403050,6503650,5091260,5807600,6030340,7045180,5139460,5489240,4304460,4640140,5815700,5494510
Q969Q0,H0Y5B4;J3KQN4;H7BZ11;P83881;Q969Q0,RL36L_HUMAN,RPL36AL,5,60S ribosomal protein L36a-like,5151520,5365170,4876740,4257480,4043800,4855050,6595490,7292970,6052500,5582450,5630390,6213430
P23490,P23490,LORI_HUMAN,LOR,3,Loricrin,2398240,759146,1045640,10176000,9288380,5210430,1974060,6238340,2120310,7056000,14855000,4544260
P11940,A0A087WTT1;E7EQV3;E7ERJ7;H0YAP2;H0YAR2;P11940-2;Q4VXU2-2;P11940;Q4VXU2,PABP1_HUMAN,PABPC1,29,Polyadenylate-binding protein 1,6631810,6235450,6367150,5338040,4336860,3679180,5834680,5807390,5426850,5438670,5179930,5329710
P62244,H3BVC7;I3L3P7;P62244,RS15A_HUMAN,RPS15A,5,40S ribosomal protein S15a,5544670,5481110,5752330,5205150,4319970,4065040,6650760,5110060,5461710,4737490,4921620,6068510
P49411,P49411,EFTU_HUMAN,TUFM,19,"Elongation factor Tu, mitochondrial",7063820,6166090,6991460,4016160,4434780,4174730,5745020,5003840,5586500,4663930,4426740,4678140
P08238,P07900-2;P07900;P08238;Q14568;Q58FF8,HS90B_HUMAN,HSP90AB1,23,Heat shock protein HSP 90-beta,5312120,5138690,5132160,4331730,3915140,4021990,6835060,6925000,6482520,4806430,4833820,5076190
P07477,A6XGL3;E7EQ64;Q9BYE2-2;Q9BYE2-3;Q9BYE2-6;P07477;Q9BYE2,TRY1_HUMAN,PRSS1,1,Trypsin-1,944059,2271490,788807,8059000,10837900,14408800,3793940,5050680,7304900,2628060,3244000,3249580
P62851,P62851,RS25_HUMAN,RPS25,6,40S ribosomal protein S25,5881240,5778480,5925880,4227200,4301500,4858930,5916160,5605370,6472070,4386970,4342720,4419650
Q04695,C9JM50;F5GWP8;P08727;Q04695,K1C17_HUMAN,KRT17,15,"Keratin, type I cytoskeletal 17",3149720,5607310,1783860,8385500,4104370,418451,676366,5015150,487839,3513530,18566300,9361060
Q13435,E9PPJ0;H0YEX5;Q13435,SF3B2_HUMAN,SF3B2,24,Splicing factor 3B subunit 2,4852570,4817730,4875670,6020180,5405670,6246930,3534660,3560970,3755030,6409700,5997510,5521320
Q96DI7,Q96DI7-2;Q9NSS8;Q96DI7,SNR40_HUMAN,SNRNP40,15,U5 small nuclear ribonucleoprotein 40 kDa protein,6374580,5802330,6317940,3255150,3759690,4989450,5842620,4951620,6007950,5108650,4128360,4219620
P11142,A8K7Q2;E9PKE3;E9PNE6;E9PS65;P11142,HSP7C_HUMAN,HSPA8,24,Heat shock cognate 71 kDa protein,4972920,4668520,4953420,4607890,4421010,3252930,5296200,4909980,4683220,6030760,6384400,6417690
P62263,A0A2R8Y811;E5RH77;P62263,RS14_HUMAN,RPS14,5,40S ribosomal protein S14,4436530,4669510,4626460,3533250,4079680,4801410,5668250,6015450,7067120,5924620,5085950,4606710
Q14525,Q14525,KT33B_HUMAN,KRT33B,15,"Keratin, type I cuticular Ha3-II",2014550,2869740,31845100,16152200,,,,1665850,,431379,3933380,1503030
P0C7H8;Q9BYR9,F5H1T9;F5H6S0;P0C7H8;Q9BYR9;Q9BYT5;Q9BYU5,KRA23_HUMAN;KRA24_HUMAN,KRTAP2-3;KRTAP2-4,8,Keratin-associated protein 2-3,451010,,47846500,6461660,,,,1536010,,105644,3094340,842977
P06748;P06748-2;P06748-3,E5RI98;P06748-2;P06748-3;P06748,NPM-2_HUMAN;NPM-3_HUMAN;NPM_HUMAN,NPM1,6,Nucleophosmin,4078640,3979480,3680080,3234030,3024950,3795250,8141920,7577150,8156520,4611210,4769720,4724710
Q9H9Z2,Q9H9Z2,LN28A_HUMAN,LIN28A,9,Protein lin-28 homolog A,6938310,5322600,6832370,5803240,3506340,2957390,4037230,5109900,4740360,4992260,4172960,4209200
Q9UKM9-2,Q5QPL9;Q5QPM0;Q5QPM1;Q9UKM9-2;Q9UKM9,RALY-2_HUMAN,RALY,14,"Isoform of Q9UKM9, Isoform 1 of RNA-binding protein Raly",3557390,3772170,3651200,5261210,4853530,6543050,3012520,3266780,3533590,7123270,6822080,6995630
Q5D862,Q5D862,FILA2_HUMAN,FLG2,21,Filaggrin-2,4260320,1258130,3000500,11657700,6526520,4110350,2644240,3879530,1701320,4144940,10179800,5008270
P46776,E9PLL6;P46776,RL27A_HUMAN,RPL27A,5,60S ribosomal protein L27a,3484260,4265010,3391820,3753310,4762330,5337730,4894420,5821760,8330420,5123820,4333150,4385410
P05109,P05109,S10A8_HUMAN,S100A8,5,Protein S100-A8,502353,711305,1274760,5286370,4015350,1890010,2870870,9414480,1369810,4509690,11796200,14001900
P09228,P01036;P01037;P09228,CYTT_HUMAN,CST2,4,Cystatin-SA,,,148852,162984,24229600,,,70773.3,32550700,,135818,
Q01130;Q01130-2,J3KP15;J3QL05;Q01130-2;Q9BRL6-2;Q01130;Q9BRL6,SRSF2-2_HUMAN;SRSF2_HUMAN,SRSF2,4,Serine/arginine-rich splicing factor 2,4812390,5314230,4921980,4879420,5395280,6801610,4482650,4997340,5526010,3898380,2969760,3280780
P61513,C9J4Z3;E9PEL3;G5E9R3;M0R0A1;M0R2L6;Q6P4E4;A6NKH3;P61513,RL37A_HUMAN,RPL37A,5,60S ribosomal protein L37a,7340380,5116720,6704460,2819180,2609060,2539850,6191580,6186710,5162520,4895240,4220550,3446470
P62829,C9JD32;J3KT29;J3KTJ3;J3QQT9;P62829,RL23_HUMAN,RPL23,7,60S ribosomal protein L23,4983770,4883000,5014960,3714500,3834110,4611000,5017290,5042110,5167370,4536680,4290550,4397650
P16989,P16989-3;P16989,YBOX3_HUMAN,YBX3,8,Y-box-binding protein 3,4494090,4959840,4391700,4413410,3987590,5797840,5028810,5148900,3835500,4269970,5004370,4094980
P63010;P63010-2;P63010-3,A0A087X253;P63010-2;P63010-3;Q10567-2;Q10567-3;Q10567-4;P63010;Q10567,AP2B1-2_HUMAN;AP2B1-3_HUMAN;AP2B1_HUMAN,AP2B1,5,AP-2 complex subunit beta,5141430,5710020,5481510,4131420,4379710,4186720,4282230,3922900,4337750,4721200,4673370,4320040
P62753,A2A3R5;P62753,RS6_HUMAN,RPS6,6,40S ribosomal protein S6,4008460,4786490,4110130,4480380,3791370,4231690,5622290,6090210,5779730,4039240,3897130,4125010
P26373,H3BUK8;J3KS98;P26373-2;P26373,RL13_HUMAN,RPL13,10,60S ribosomal protein L13,3770270,4099730,3882390,4080020,3866730,3629550,6179860,5838290,5048870,3982070,4822770,5748180
P23246,P23246-2;P23246,SFPQ_HUMAN,SFPQ,24,"Splicing factor, proline- and glutamine-rich",5183420,5176680,5252820,4257750,4210910,4333740,4349390,4431040,4516280,4019330,4508500,4468440
Q08554-2,Q08554-2;Q08554,DSC1-2_HUMAN,DSC1,16,"Isoform of Q08554, Isoform 1B of Desmocollin-1",4941120,1301010,2060220,11809400,9758280,2433380,1613930,2658540,1228180,3335030,10474400,2754390
Q04837,A0A0G2JLD8;C9K0U8;E7EUY5;Q04837,SSBP_HUMAN,SSBP1,4,"Single-stranded DNA-binding protein, mitochondrial",1621540,1855290,1596790,1493730,1757220,2405560,2981440,3479680,3510830,10453500,11636100,11411800
O60911,O60911,CATL2_HUMAN,CTSV,13,Cathepsin L2,4713450,4875260,3808010,3119130,2733860,3185010,3855380,4640520,4355390,4421820,6607610,6214880
Q96J01,D6RGZ2;Q96J01-2;Q96J01,THOC3_HUMAN,THOC3,10,THO complex subunit 3,3773970,3526320,3660920,3181930,3360270,3343550,4689600,3949450,4238280,6083690,5802340,5623980
P14923,P14923,PLAK_HUMAN,JUP,29,Junction plakoglobin,3204200,1431370,2666320,14980300,7985610,3689930,1739100,2471820,1425850,3535090,4727430,3215430
Q8N1N4,Q8N1N4-2;Q8N1N4,K2C78_HUMAN,KRT78,17,"Keratin, type II cytoskeletal 78",3108480,1254140,1838970,12083300,7318720,3254430,1803360,3091610,1746800,4144710,8014040,3314020
P31943,E9PCY7;G8JLB6;H0YB39;H0YBD7;H0YBG7;P31943;P52597;P55795,HNRH1_HUMAN,HNRNPH1,10,Heterogeneous nuclear ribonucleoprotein H,4936850,4638920,4624620,6141060,6064570,5386250,3386530,2994790,1907570,2505680,4380840,3890500
O43390;O43390-2,O43390-2;O43390-4;O43390,HNRPR-2_HUMAN;HNRPR_HUMAN,HNRNPR,21,Heterogeneous nuclear ribonucleoprotein R,4271060,4648290,4298240,5224030,4844920,4897110,3371710,3391250,3195800,3727600,4156680,4482550
P31944,P31944,CASPE_HUMAN,CASP14,8,Caspase-14,3153690,936279,1349030,9050990,4554030,2785130,1856870,3316140,1645430,5744690,10210400,4000020
Q9Y6A5,A0A494BZT8;C9JA91;E7EMT0;Q9Y6A5,TACC3_HUMAN,TACC3,30,Transforming acidic coiled-coil-containing protein 3,4540470,4148790,4436390,2087870,1996490,2267920,5476640,4918270,4694290,4610180,4447610,4913360
O75643,O75643,U520_HUMAN,SNRNP200,63,U5 small nuclear ribonucleoprotein 200 kDa helicase,4173040,4281130,4190360,4880010,4631590,4896240,3495730,3418440,3256890,3510260,3744970,3842270
O75821,K7EL20;K7ENA8;K7EP16;K7ER90;O75821,EIF3G_HUMAN,EIF3G,12,Eukaryotic translation initiation factor 3 subunit G,4267020,4588380,4107130,3080280,2450690,2674520,5355320,5136830,5615540,3765570,3414130,3264350
O14979,A0A087WUK2;O14979-2;O14979-3;O14979,HNRDL_HUMAN,HNRNPDL,7,Heterogeneous nuclear ribonucleoprotein D-like,3022120,3626730,3133800,3421790,3583750,3429530,4028510,3967970,3410610,3940400,5725850,6243220
P49720,A0A087WUL2;A0A087WXQ8;A0A087WY10;P49720,PSB3_HUMAN,PSMB3,6,Proteasome subunit beta type-3,4747150,3932220,4315190,3984040,3152700,1575760,5064810,4283310,3425620,3536220,3939220,4991530
P46779,H0YKD8;H0YLP6;H0YMF4;P46779-2;P46779-3;P46779-4;P46779-5;P46779,RL28_HUMAN,RPL28,8,60S ribosomal protein L28,3378610,3216950,3084020,3079880,2913740,3385690,4747270,4816990,5062050,4505070,4329310,4227090
P62306,P62306,RUXF_HUMAN,SNRPF,2,Small nuclear ribonucleoprotein F,4215990,4418730,4356450,3462610,3199910,2398820,3912460,3808950,3325100,3837960,5091440,4695390
Q15459,Q15459-2;Q15459,SF3A1_HUMAN,SF3A1,28,Splicing factor 3A subunit 1,3125700,3307280,3071590,4519770,4857530,4026650,2737250,2621970,2499690,4811300,5441370,5400840
Q92841;Q92841-1;Q92841-3,A0A1W2PQ51;A0A1X7SBZ2;Q92841-1;Q92841-2;Q92841-3;Q92841,DDX17-1_HUMAN;DDX17-3_HUMAN;DDX17_HUMAN,DDX17,24,Probable ATP-dependent RNA helicase DDX17,3284850,3400110,3216910,4436040,4627200,5910380,3540800,3949510,4244590,3400180,2983150,3296890
Q12905,B4DY09;Q12905,ILF2_HUMAN,ILF2,10,Interleukin enhancer-binding factor 2,5553140,4990300,5494570,5403790,3335930,1725630,3570810,2452260,1693410,2810730,4342090,4578650
P09012,M0QXK2;M0QZG7;M0R221;M0R268;M0R2B8;P09012,SNRPA_HUMAN,SNRPA,7,U1 small nuclear ribonucleoprotein A,2412630,2955510,2405790,3615830,3919530,5060960,3543700,3962490,4036740,4607220,4576510,4846620
O15042;O15042-2,E7ET15;H7C4V2;O15042-2;O15042-3;O15042,SR140-2_HUMAN;SR140_HUMAN,U2SURP,18,U2 snRNP-associated SURP motif-containing protein,3461920,3271710,3213810,4984560,4738380,4431660,2583680,2604000,2032680,5130680,4669360,4807450
Q9NW64,Q9NW64-2;Q9NW64,RBM22_HUMAN,RBM22,18,Pre-mRNA-splicing factor RBM22,5748380,4912600,5907820,2322900,1969310,2225010,4568220,4330790,4604160,3161470,2992060,3064050
Q9NR30,Q9NR30-2;Q9NR30,DDX21_HUMAN,DDX21,29,Nucleolar RNA helicase 2,3795720,3833300,3833630,4274820,4316550,4398440,3818960,3920740,4086390,3319790,3083340,3073480
O43143,A0A140T947;F5H658;O43143;O60231;Q14562,DHX15_HUMAN,DHX15,27,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,3986440,4001860,4101850,4294910,3978470,4230160,3179040,3206680,2900660,3822660,3543590,3998280
Q15428,K7EMT0;Q15428,SF3A2_HUMAN,SF3A2,6,Splicing factor 3A subunit 2,3772780,3558480,3645500,4058070,3783260,3271080,2405420,2699020,2421500,4704860,5482190,5285950
P25311,C9JEV0;P25311,ZA2G_HUMAN,AZGP1,13,Zinc-alpha-2-glycoprotein,2877910,698639,904472,9594480,6222550,2385700,1203480,2705800,3879020,4273290,6279950,3686390
Q13330;Q13330-3,E7ESY4;Q13330-2;Q13330-3;Q13330,MTA1-3_HUMAN;MTA1_HUMAN,MTA1,20,Metastasis-associated protein MTA1,4103460,3775490,4118700,4137860,3754380,4132260,3570480,3728330,3999620,3062190,3414790,2903970
Q7Z794,Q7Z794,K2C1B_HUMAN,KRT77,20,"Keratin, type II cytoskeletal 1b",3012470,707106,694008,13144200,2881820,1486920,1535600,4752920,695613,3566070,8371710,3811570
O94776,O94776,MTA2_HUMAN,MTA2,25,Metastasis-associated protein MTA2,3419740,3503030,3513640,4145230,3953250,3408800,3786350,3573690,3306510,3933420,3986530,3985020
P62249,M0R1M5;M0R3H0;Q6IPX4;P62249,RS16_HUMAN,RPS16,11,40S ribosomal protein S16,4357970,3976860,4228170,3685220,2667300,2039600,4762590,4123160,4036390,3112200,3613840,3739340
Q15427,Q15427,SF3B4_HUMAN,SF3B4,4,Splicing factor 3B subunit 4,3169540,3710410,3372730,4196490,3611070,2792530,3359080,3472200,2045110,4072500,5202590,4974320
Q96HS1,F5GXG4;Q96HS1-2;Q96HS1,PGAM5_HUMAN,PGAM5,15,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",3591170,3755880,3515840,3964050,4554580,4570520,3511300,3874120,3895110,2786660,2816280,2895880
P43243,A0A0R4J2E8;A8MXP9;B3KM87;D6R991;D6RAM9;D6RAY2;D6RBI2;D6RE02;D6REM6;D6RIA2;H0Y8T4;P43243-2;P43243,MATR3_HUMAN,MATR3,21,Matrin-3,2986840,2939540,2928140,4568630,4276700,4766890,2239200,2494790,2464240,4465640,4718220,4052150
P50454,E9PKH2;E9PPV6;E9PR70;P50454,SERPH_HUMAN,SERPINH1,14,Serpin H1,5628980,4301010,5988590,2588540,2099690,1700960,3821360,3231700,3377010,3043310,3015360,3416330
Q9Y3B4,Q9Y3B4,SF3B6_HUMAN,SF3B6,6,Splicing factor 3B subunit 6,2381190,2974410,2673380,3700220,3827170,4825540,2324050,2685440,2740330,4936410,4587970,4521480
Q9UK45,A0A087X2I5;Q9UK45,LSM7_HUMAN,LSM7,3,U6 snRNA-associated Sm-like protein LSm7,4124610,4281030,3290660,2941140,2769400,2750930,2896850,3067830,3021790,3910040,4027520,4205430
Q13698,B1ALM3;Q13698,CAC1S_HUMAN,CACNA1S,1,Voltage-dependent L-type calcium channel subunit alpha-1S,891060,781255,751920,8164380,4255420,1217370,1113750,3995200,1480790,7572950,7399310,3554330
P84098,J3KTE4;J3QR09;P84098,RL19_HUMAN,RPL19,3,60S ribosomal protein L19,3033020,3472330,3229110,3033090,2794980,3742370,3379120,3914780,4330430,3428250,3324670,3272700
Q6PJT7-2;Q6PJT7-9,G3V256;G3V411;G3V5I6;H0YJ51;H0YJA2;Q6PJT7-10;Q6PJT7-11;Q6PJT7-2;Q6PJT7-3;Q6PJT7-4;Q6PJT7-5;Q6PJT7-6;Q6PJT7-8;Q6PJT7-9;Q6PJT7,ZC3HE-2_HUMAN;ZC3HE-9_HUMAN,ZC3H14,26,"Isoform of Q6PJT7, Isoform 2 of Zinc finger CCCH domain-containing protein 14",4307140,4377630,4423440,3438940,3359860,3401110,3116340,3090130,2867240,2748810,2882410,2732300
P30050,P30050,RL12_HUMAN,RPL12,8,60S ribosomal protein L12,2857740,2864640,2952210,1584220,1624050,1819970,5122030,4861110,5288380,4491320,3873600,3370030
P10599;P10599-2,P10599-2;P10599,THIO-2_HUMAN;THIO_HUMAN,TXN,4,Thioredoxin,3113020,1478360,1630720,8321760,3740070,1813720,1618770,2991580,1871860,2739800,6810680,3543110
P07355;P07355-2,H0YL33;H0YM50;H0YMD0;H0YMU9;H0YN28;H0YN42;H0YNP5;P07355-2;A6NMY6;P07355,ANXA2-2_HUMAN;ANXA2_HUMAN,ANXA2,20,Annexin A2,3666100,2657770,2515680,6455620,3846880,2800400,1354010,2133310,1058430,2700970,6279480,4173050
P63173,J3KT73;J3QL01;P63173,RL38_HUMAN,RPL38,3,60S ribosomal protein L38,3010510,2957280,2984410,1344490,1335760,2357060,4343090,4883970,4223530,4740670,3869190,3438310
Q02413,Q02413,DSG1_HUMAN,DSG1,22,Desmoglein-1,2724140,909849,1682030,10589200,6400970,2930490,975212,1775700,947098,2337660,5709520,2205300
Q9Y3C6,Q9Y3C6,PPIL1_HUMAN,PPIL1,7,Peptidyl-prolyl cis-trans isomerase-like 1,2557160,3187140,2474860,2570940,2662600,2584870,3705080,4017200,3414980,3523720,4022600,4149800
Q08188,A0A494C0J7;Q08188,TGM3_HUMAN,TGM3,19,Protein-glutamine gamma-glutamyltransferase E,2877840,974988,1404290,8731540,4340590,2425400,1350990,2253230,1355550,3536010,7208570,2229490
O00148,A0A0D9SEM9;K7EQN7;O00148-2;O00148-3;O00148,DX39A_HUMAN,DDX39A,12,ATP-dependent RNA helicase DDX39A,4470400,3533200,4279210,3821790,3058290,3048260,3775050,2690050,2550860,1659520,2776840,2320540
Q9HCY8,Q9HCY8,S10AE_HUMAN,S100A14,5,Protein S100-A14,1242840,704297,917740,7426690,5230500,2029380,1233390,2605950,1022420,2951300,8433590,4112770
Q15149,H0YDN1;Q15149-2;Q15149-3;Q15149-4;Q15149-5;Q15149-6;Q15149-7;Q15149-8;Q15149-9;Q15149,PLEC_HUMAN,PLEC,109,Plectin,3488890,3545520,3473360,3768030,3319780,3423120,3300600,3358570,3262380,1909470,1956550,2412070
Q9Y4Z0,M0QXB0;V9GZ56;Q9Y4Z0,LSM4_HUMAN,LSM4,6,U6 snRNA-associated Sm-like protein LSm4,4423110,4942550,4176260,1636880,1648030,1346230,2344420,2793410,2619820,3262780,3915700,3726090
P78386,P78386,KRT85_HUMAN,KRT85,20,"Keratin, type II cuticular Hb5",990850,483355,21269000,9512880,,,365519,1070770,,90055.6,1929830,921309
P62906,P62906,RL10A_HUMAN,RPL10A,4,60S ribosomal protein L10a,2277260,2382560,2318700,2655890,2868190,2938130,3420860,3758540,4178250,3208550,3377170,3182860
Q96P63;Q96P63-2,Q96P63-2;Q96P63,SPB12-2_HUMAN;SPB12_HUMAN,SERPINB12,8,Serpin B12,1810920,1121980,1749710,10316200,5762840,1042370,1464970,2139210,724133,2198940,5727640,2506890
P68366;P68366-2,A0A1W2PQM2;A6NHL2-2;F5H5D3;P68363-2;P68366-2;Q71U36-2;A6NHL2;P68363;P68366;Q71U36;Q9BQE3,TBA4A-2_HUMAN;TBA4A_HUMAN,TUBA4A,11,Tubulin alpha-4A chain,3813530,3136570,3640420,2421640,2023840,1607890,3955940,3256900,3018670,2862510,3182480,3561670
Q8NHP8,Q8NHP8-2;Q8NHP8,PLBL2_HUMAN,PLBD2,9,Putative phospholipase B-like 2,2344760,2941970,2135600,2282030,2027860,2308160,3516210,4167090,4193040,3228880,3828870,3463250
P62424,Q5T8U3;P62424,RL7A_HUMAN,RPL7A,12,60S ribosomal protein L7a,3061110,3196340,2930420,2556370,2292550,1956440,3729130,4135880,3775230,2762810,3208910,2776340
O75533,O75533,SF3B1_HUMAN,SF3B1,33,Splicing factor 3B subunit 1,2553560,2765240,2611300,3711910,3448550,3660840,2055220,2116950,2025740,3895850,3719440,3491930
P59665;P59666,P59665;P59666,DEF1_HUMAN;DEF3_HUMAN,DEFA1B;DEFA3,2,Neutrophil defensin 1,390552,376778,810373,3826590,14795700,869619,511035,1398160,6993870,1393490,2133600,2307130
P15880,E9PQD7;H0YEN5;P15880,RS2_HUMAN,RPS2,11,40S ribosomal protein S2,3110080,3165690,3019560,2611620,2092100,2519490,3158850,3378070,3278580,3250270,2971020,3060890
P05089,P05089-2;P05089,ARGI1_HUMAN,ARG1,7,Arginase-1,2197310,891766,1120530,6561790,4674150,1755170,1506040,2209730,1557840,3041160,6881630,2833780
Q08211,Q08211,DHX9_HUMAN,DHX9,34,ATP-dependent RNA helicase A,2741150,2836390,2775770,3727700,3449360,3316310,1883250,1937770,1858200,3461300,3525760,3518740
P18621;P18621-3,A0A087WWH0;A0A087WXM6;A0A087WY81;J3KRB3;J3KRX5;J3KSJ0;J3QQT2;J3QS96;P18621-3;A0A0A6YYL6;P18621,RL17-3_HUMAN;RL17_HUMAN,RPL17,5,60S ribosomal protein L17,3288430,3298920,3262070,2864700,2777610,1612640,3274830,3304360,3116010,2602210,2357880,2963820
Q9Y520-4;Q9Y520-6,E7EPN9;Q9Y520-3;Q9Y520-4;Q9Y520-5;Q9Y520-6;Q9Y520-7;Q9Y520,PRC2C-4_HUMAN;PRC2C-6_HUMAN,PRRC2C,42,"Isoform of Q9Y520, Isoform 4 of Protein PRRC2C",3233400,3355590,3439280,1982120,2027780,2524250,3868900,3672980,3898930,2335130,2144680,2081830
P46781,A0A024R4M0;A8MXK4;B5MCT8;C9JM19;F2Z3C0;P46781,RS9_HUMAN,RPS9,15,40S ribosomal protein S9,3482000,3416820,3550420,2991130,2763410,2004400,3027840,2894980,2731510,1950890,2577590,2895180
P18583-5,H7C1M2;P18583-2;P18583-5,SON-5_HUMAN,SON,42,"Isoform of P18583, Isoform D of Protein SON",2749870,2944170,2700950,3307070,3433860,2778080,2157320,2192420,1970500,3005620,3329370,3391220
P62826,B4DV51;B5MDF5;F5H018;J3KQE5;P62826,RAN_HUMAN,RAN,5,GTP-binding nuclear protein Ran,2980380,2797550,3076160,2231160,2221170,2615900,2818780,2509910,2292760,2585230,3621190,3142130
P61353,K7ELC7;P61353,RL27_HUMAN,RPL27,5,60S ribosomal protein L27,2866310,3061260,2699960,2364290,2132600,2176570,3471240,3186840,3101530,2312700,2000780,2719020
P62312,P62312,LSM6_HUMAN,LSM6,6,U6 snRNA-associated Sm-like protein LSm6,2704060,3089530,2378230,2851210,2572100,2525230,2125180,2384380,2095070,2799820,2846970,3138130
Q8IYB3;Q8IYB3-2,A9Z1X7;E9PCT1;M0R088;Q8IYB3-2;Q8IYB3,SRRM1-2_HUMAN;SRRM1_HUMAN,SRRM1,18,Serine/arginine repetitive matrix protein 1,2327670,2464220,2314740,3616870,3965500,4057670,2169360,2513610,2359490,2048930,1730900,1694730
O76011,A0A140TA69;A0A140TA62;O76011,KRT34_HUMAN,KRT34,10,"Keratin, type I cuticular Ha4",1006220,1654000,7606470,5508010,1640780,2330100,2257290,685255,3346680,2817200,1617340,779311
Q6KB66;Q6KB66-2,Q6KB66-2;Q6KB66-3;Q6KB66,K2C80-2_HUMAN;K2C80_HUMAN,KRT80,26,"Keratin, type II cytoskeletal 80",2016730,685963,1095540,7160970,4206870,1730070,1087380,1896630,739115,2521250,5803620,2277500
